RAZAO_SOCIAL;ENDERECO;BAIRRO;BANDEIRA;PRECO_VENDA;PRECO_COMPRA;MODALIDADE_DE_COMPRA;FORNECEDOR;DATA_COLETA;CIDADE;UF;COMBUSTIVEL
Luiz Antonio Gomes Viana & Cia Ltda;Rodovia Ce 065, S/n Km 12,5;Kagado;IPIRANGA;3,199;NaN;-;-;13/09/2016;MARACANAU;CE;Diesel S10
Comercial Recamonde Derivados de Petróleo Ltda.;Rodovia Anel Viario, S/n;Pajuçara;BRANCA;3,199;2.906;CIF;PETROBRAS DISTRIBUIDORA S.A.;13/09/2016;MARACANAU;CE;Diesel S10
Dias & Roma Ltda.;Rodovia Ce 021, S/n Km 04;Boa Fé;PETROBRAS DISTRIBUIDORA S.A.;3,199;NaN;-;-;13/09/2016;MARACANAU;CE;Diesel S10
Famas Fortaleza Auto Maquinas Ltda;Avenida Doutor Mendel Steinbruch, 7185;Novo Mondubim;BRANCA;3,229;2.877;CIF;PETROBRAS DISTRIBUIDORA S.A.;13/09/2016;MARACANAU;CE;Diesel S10
Luiza Glauria R T Menezes;Estrada Fortaleza Maranguape, S/n;Kagado;PETROBRAS DISTRIBUIDORA S.A.;3,3;NaN;-;-;13/09/2016;MARACANAU;CE;Diesel S10
Posto Morada Nova Derivados de Petroleo Ltda;Rodovia Ce 138, S/n Km 64;Sede;PETROBRAS DISTRIBUIDORA S.A.;3,3;2.892;CIF;-;13/09/2016;MORADA NOVA;CE;Diesel S10
F. C. Holanda Pinto;Avenida Placido Castelo, 1519;Centro;SP;3,26;2.898;CIF;-;13/09/2016;QUIXADA;CE;Diesel S10
Carmelio Derivados de Petróleo Ltda;Avenida Juscelino Kubistcherk, 1066;Centro;BRANCA;3,279;2.857;CIF;PETROBRAS DISTRIBUIDORA S.A.;13/09/2016;QUIXADA;CE;Diesel S10
Raimundo Nonato de Moura Almendra;Rua Estados Unidos, 2824;São João;BRANCA;3,299;NaN;-;-;12/09/2016;QUIXADA;CE;Diesel S10
Ciro Gomes Magalhaes;Avenida Jesus Maria José, 3785;Jardim dos Monólitos;SP;3,299;NaN;-;-;13/09/2016;QUIXADA;CE;Diesel S10
Furtado Comércio de Derivados de Petróleo Ltda;Avenida Jesus, Maria e José, 778;Campo Velho;ALESAT;3,299;2.909;CIF;-;13/09/2016;QUIXADA;CE;Diesel S10
Posto Monolitos Ltda;Avenida Plácido Castelo, 1599 Térreo;Centro;BRANCA;3,299;NaN;-;-;13/09/2016;QUIXADA;CE;Diesel S10
Posto Monolitos Ltda;Rua Rodrigues Junior, 947;Centro;BRANCA;3,299;NaN;-;-;13/09/2016;QUIXADA;CE;Diesel S10
Posto de Combustiveis Ipueirinha Ltda;Rodovia Br 222, S/n Km 244;Zona Rural;RAIZEN;3,329;NaN;-;-;13/09/2016;SOBRAL;CE;Diesel S10
Auto Posto Aprazivel Ltda;Rodovia Br 222, S/n Km 248;Santa Cruz do Banabuiu;PETROBRAS DISTRIBUIDORA S.A.;3,329;2.908;CIF;-;13/09/2016;SOBRAL;CE;Diesel S10
Center Posto Comercial Ltda;Avenida Jose Arimateia Monte e Silva, 425;Campos dos Velhos;PETROBRAS DISTRIBUIDORA S.A.;3,329;NaN;-;-;13/09/2016;SOBRAL;CE;Diesel S10
Posto Brasil Ltda;Rodovia Br 222, S/n Km 221;Aprazível;RAIZEN;3,349;NaN;-;-;13/09/2016;SOBRAL;CE;Diesel S10
Glorimar Petroleo e Lubrificantes Ltda;Avenida Dom Jose, 1449;Centro;RAIZEN;3,35;NaN;-;-;13/09/2016;SOBRAL;CE;Diesel S10
Comercio de Petroleo e Lubrif. Sao Domingos Ltda;Rodovia Br 222, S/n Km 232;Jaburuna;RAIZEN;3,359;NaN;-;-;13/09/2016;SOBRAL;CE;Diesel S10
Posto Sao Domingos Ltda;Avenida Dr. Guarany, 854;Derby Club;RAIZEN;3,359;NaN;-;-;13/09/2016;SOBRAL;CE;Diesel S10
J. Batista Prado Júnior;Rodovia Br 222, S/n Km 222;Sinhá Sabóia;PETROBRAS DISTRIBUIDORA S.A.;3,39;2.917;CIF;-;13/09/2016;SOBRAL;CE;Diesel S10
Posto Sao Pedro Ltda;Avenida Senador José Ermírio de Moraes, 1065;Dom José;PETROBRAS DISTRIBUIDORA S.A.;3,399;2.919;CIF;-;13/09/2016;SOBRAL;CE;Diesel S10
Arcanjo e Vasconcelos Dist. de Comb. e Lubrif. Ltda.;Rua Tabelião Idelfonso Cavalcante, 320;Centro;PETROBRAS DISTRIBUIDORA S.A.;3,399;2.918;CIF;-;13/09/2016;SOBRAL;CE;Diesel S10
Posto Princesa do Norte Ltda;Rua Conego Rodrigues Junior, S/n;Centro;IPIRANGA;3,399;2.918;CIF;-;13/09/2016;SOBRAL;CE;Diesel S10
Auto Posto Pioneiro Ltda;Avenida John Sanford, 704;Junco;PETROBRAS DISTRIBUIDORA S.A.;3,399;NaN;-;-;13/09/2016;SOBRAL;CE;Diesel S10
Posto da Torre Ltda;Shs-setor Hoteleiro Sul Quadra 05  Bloco F, S/n Lote 10;Asa Sul;ALESAT;3,199;NaN;-;-;14/09/2016;BRASILIA;DF;Gasolina
Jp de Carvalho Derivados de Petroleo Ltda;Qnd 5, S/n Lote 1;Taguatinga Norte;IPIRANGA;3,27;3.16;CIF;-;14/09/2016;BRASILIA;DF;Gasolina
San Remi Posto Serviços Ltda;Avenida Central Pll, 06 0;Núcleo Bandeirantes;PETROBRAS DISTRIBUIDORA S.A.;3,299;3.122;CIF;-;14/09/2016;BRASILIA;DF;Gasolina
Dfm - Derivados de Petróleo Ltda.;St Spm/sul, S/n Lote 06 Epia Park Way;Candangolandia;PETROBRAS DISTRIBUIDORA S.A.;3,39;NaN;-;-;14/09/2016;BRASILIA;DF;Gasolina
Auto Posto G Sul Ltda;Csg 13 Lote, 01;Taguatinga - Sul;IPIRANGA;3,399;3.15;CIF;-;14/09/2016;BRASILIA;DF;Gasolina
Eurogas-postos de Serviços Ltda;Qs-quadra Sul 09, Rua 123, S/n Lotes 06,08,10,12,14;Taguatinga;IPIRANGA;3,399;3.131;CIF;-;14/09/2016;BRASILIA;DF;Gasolina
Auto Posto Sao Marcos Ltda;Spms-setor de Postos e Motéis Sul Conjunto 02, S/n Rodovia Brasilia/anapolis;Núcleo Bandeirantes;RAIZEN;3,49;3.17;CIF;-;14/09/2016;BRASILIA;DF;Gasolina
Posto Parque Alameda Derivados de Petroleo Ltda;Qi-quadra Interna 01, S/n Lotes 79,81 e 83;Taguatinga;PETROBRAS DISTRIBUIDORA S.A.;3,49;NaN;-;-;14/09/2016;BRASILIA;DF;Gasolina
Jjs Comércio de Combustíveis Ltda.;Shcs Sq 105, S/n Bloco A Pag;Asa Sul;PETROBRAS DISTRIBUIDORA S.A.;3,499;NaN;-;-;14/09/2016;BRASILIA;DF;Gasolina
Fujichima Comercio de Derivados de Petroleo Ltda;Qi-quadra Interna Qi, 05 Lts 40,41 e 42;Taguatinga;IPIRANGA;3,519;NaN;-;-;14/09/2016;BRASILIA;DF;Gasolina
Cascol Combustiveis Para Veiculos Ltda;Setor Setor de Industria e Abastecimento A/e, 56 Pll;Sia;PETROBRAS DISTRIBUIDORA S.A.;3,56;NaN;-;-;14/09/2016;BRASILIA;DF;Gasolina
Posto Petrominas Ltda.;Shcs Sq 413 Bloco A-pll 01, S/n;Asa Sul;PETROBRAS DISTRIBUIDORA S.A.;3,569;3.145;CIF;-;14/09/2016;BRASILIA;DF;Gasolina
Santa Fe - Serviços e Petroleo Ltda;Avenida Comercial, 1601 0;Tradicional - Sao Sebastiao;PETROBRAS DISTRIBUIDORA S.A.;3,58;NaN;-;-;14/09/2016;BRASILIA;DF;Gasolina
Cascol Combustiveis Para Veiculos Ltda;Setor Setor de Clubes Esportivos Norte Trecho 01 Conj. 20, S/n;Asa Norte;PETROBRAS DISTRIBUIDORA S.A.;3,59;NaN;-;-;14/09/2016;BRASILIA;DF;Gasolina
Posto Park Taguatinga Derivados de Petroleo Ltda;Qi 04 Lotes 41/42, S/n;Taguatinga;PETROBRAS DISTRIBUIDORA S.A.;3,59;NaN;-;-;14/09/2016;BRASILIA;DF;Gasolina
Cascol Combustiveis Para Veiculos Ltda;Shis-setor de Habitações Individuais Sul Qi 05 Trecho 01 Pag Lote 01, S/n;Lago Sul;PETROBRAS DISTRIBUIDORA S.A.;3,59;NaN;-;-;14/09/2016;BRASILIA;DF;Gasolina
Cascol Combustiveis Para Veiculos Ltda;Spm Spm Epia Sul Conjunto A Lote 10 N, S/n;Candangolândia;PETROBRAS DISTRIBUIDORA S.A.;3,59;NaN;-;-;14/09/2016;BRASILIA;DF;Gasolina
Cascol Combustiveis Para Veiculos Ltda;Localidade Sqn 415, S/n Pll;Asa Norte;PETROBRAS DISTRIBUIDORA S.A.;3,59;NaN;-;-;14/09/2016;BRASILIA;DF;Gasolina
Cascol Combustiveis Para Veiculos Ltda;Ae Area Especial Para Posto de Combustovel, S/n;Taguatinga;PETROBRAS DISTRIBUIDORA S.A.;3,59;NaN;-;-;14/09/2016;BRASILIA;DF;Gasolina
Cascol Combustiveis Para Veiculos Ltda;Shcs Sq 303, S/n Bloco A Pll;Asa Sul;PETROBRAS DISTRIBUIDORA S.A.;3,59;NaN;-;-;14/09/2016;BRASILIA;DF;Gasolina
Cascol Combustiveis Para Veiculos Ltda;Plls Plls 303 Bloco A, S/n;Asa Sul;PETROBRAS DISTRIBUIDORA S.A.;3,59;NaN;-;-;14/09/2016;BRASILIA;DF;Gasolina
Cascol Combustiveis Para Veiculos Ltda;Localidade Mr-05l A Sul Com Lt Mr-07/l e A Oeste, S/n C/ Fx. Dom. Rod. Df-130;Planaltina;IPIRANGA;3,59;NaN;-;-;14/09/2016;BRASILIA;DF;Gasolina
Cascol Combustiveis Para Veiculos Ltda;Spms-setor de Postos e Motéis Sul Epia Conjunto D, S/n Lote 07;Núcleo Bandeirante;IPIRANGA;3,59;NaN;-;-;14/09/2016;BRASILIA;DF;Gasolina
Cascol Combustiveis Para Veiculos Ltda;Comercial Local Quadra, 312 Santa Maria;Santa Maria;IPIRANGA;3,59;NaN;-;-;14/09/2016;BRASILIA;DF;Gasolina
Cascol Combustiveis Para Veiculos Ltda;Spmn - Setor de Postos e Moteis Norte, S/n Lote- 01 Conj. Epia - Trevo Br 020 Df 07;Sobradinho;PETROBRAS DISTRIBUIDORA S.A.;3,59;NaN;-;-;14/09/2016;BRASILIA;DF;Gasolina
Cascol Combustiveis Para Veiculos Ltda;"Plls 409 Bl. ""b"", S/n";Asa Norte;PETROBRAS DISTRIBUIDORA S.A.;3,59;NaN;-;-;14/09/2016;BRASILIA;DF;Gasolina
Cascol Combustiveis Para Veiculos Ltda;Ae-área Especial Area Especial, 02 Posto Gasolina;Sobradinho;IPIRANGA;3,59;NaN;-;-;14/09/2016;BRASILIA;DF;Gasolina
Cascol Combustiveis Para Veiculos Ltda;Plls Quadra 403, S/n Bloco B;Asa Sul;PETROBRAS DISTRIBUIDORA S.A.;3,59;NaN;-;-;13/09/2016;BRASILIA;DF;Gasolina
Cascol Combustiveis Para Veiculos Ltda;Qs-quadra Sul 9 Rua 120 Lt 28 - Aguas Claras, S/n;Taguatinga;PETROBRAS DISTRIBUIDORA S.A.;3,59;NaN;-;-;14/09/2016;BRASILIA;DF;Gasolina
Cascol Combustiveis Para Veiculos Ltda;Sae A Sul Area Especial, S/n 0;Taguatinga;PETROBRAS DISTRIBUIDORA S.A.;3,59;NaN;-;-;14/09/2016;BRASILIA;DF;Gasolina
Cascol Combustiveis Para Veiculos Ltda;Av. Araucárias, S/n Lt. 525;Águas Claras;IPIRANGA;3,59;NaN;-;-;14/09/2016;BRASILIA;DF;Gasolina
Cascol Combustiveis Para Veiculos Ltda;Quadra Qe 36 Lote A Pll, S/n;Guara Ii;PETROBRAS DISTRIBUIDORA S.A.;3,59;NaN;-;-;14/09/2016;BRASILIA;DF;Gasolina
Smaff Combustíveis Ltda;Setor Terminal Norte- D - Bloco 03, S/n Parte Posto;Brasília;RAIZEN;3,63;NaN;-;-;14/09/2016;BRASILIA;DF;Gasolina
Auto Posto Ribeiro Ltda.;Q-quadra Qsd, 10 Área Para Comércio;Taguatinga;ALESAT;3,659;NaN;-;-;14/09/2016;BRASILIA;DF;Gasolina
Jp de Carvalho Derivados de Petroleo Ltda;Qnd 5, S/n Lote 1;Taguatinga Norte;IPIRANGA;2,77;2.597;CIF;-;14/09/2016;BRASILIA;DF;Etanol
Eurogas-postos de Serviços Ltda;Qs-quadra Sul 09, Rua 123, S/n Lotes 06,08,10,12,14;Taguatinga;IPIRANGA;2,789;2.383;CIF;-;14/09/2016;BRASILIA;DF;Etanol
Auto Posto G Sul Ltda;Csg 13 Lote, 01;Taguatinga - Sul;IPIRANGA;2,799;NaN;-;-;14/09/2016;BRASILIA;DF;Etanol
Cascol Combustiveis Para Veiculos Ltda;"Plls 409 Bl. ""b"", S/n";Asa Norte;PETROBRAS DISTRIBUIDORA S.A.;2,82;NaN;-;-;14/09/2016;BRASILIA;DF;Etanol
Cascol Combustiveis Para Veiculos Ltda;Localidade Sqn 415, S/n Pll;Asa Norte;PETROBRAS DISTRIBUIDORA S.A.;2,82;NaN;-;-;14/09/2016;BRASILIA;DF;Etanol
Cascol Combustiveis Para Veiculos Ltda;Ae Area Especial Para Posto de Combustovel, S/n;Taguatinga;PETROBRAS DISTRIBUIDORA S.A.;2,82;NaN;-;-;14/09/2016;BRASILIA;DF;Etanol
Cascol Combustiveis Para Veiculos Ltda;Plls Plls 303 Bloco A, S/n;Asa Sul;PETROBRAS DISTRIBUIDORA S.A.;2,82;NaN;-;-;14/09/2016;BRASILIA;DF;Etanol
Cascol Combustiveis Para Veiculos Ltda;Setor Setor de Clubes Esportivos Norte Trecho 01 Conj. 20, S/n;Asa Norte;PETROBRAS DISTRIBUIDORA S.A.;2,82;NaN;-;-;14/09/2016;BRASILIA;DF;Etanol
Cascol Combustiveis Para Veiculos Ltda;Setor Setor de Industria e Abastecimento A/e, 56 Pll;Sia;PETROBRAS DISTRIBUIDORA S.A.;2,82;NaN;-;-;14/09/2016;BRASILIA;DF;Etanol
Cascol Combustiveis Para Veiculos Ltda;Quadra Qe 36 Lote A Pll, S/n;Guara Ii;PETROBRAS DISTRIBUIDORA S.A.;2,82;NaN;-;-;14/09/2016;BRASILIA;DF;Etanol
Cascol Combustiveis Para Veiculos Ltda;Av. Araucárias, S/n Lt. 525;Águas Claras;IPIRANGA;2,82;NaN;-;-;14/09/2016;BRASILIA;DF;Etanol
Cascol Combustiveis Para Veiculos Ltda;Spm Spm Epia Sul Conjunto A Lote 10 N, S/n;Candangolândia;PETROBRAS DISTRIBUIDORA S.A.;2,82;NaN;-;-;14/09/2016;BRASILIA;DF;Etanol
Cascol Combustiveis Para Veiculos Ltda;Plls Quadra 403, S/n Bloco B;Asa Sul;PETROBRAS DISTRIBUIDORA S.A.;2,82;NaN;-;-;13/09/2016;BRASILIA;DF;Etanol
Cascol Combustiveis Para Veiculos Ltda;Shcs Sq 303, S/n Bloco A Pll;Asa Sul;PETROBRAS DISTRIBUIDORA S.A.;2,82;NaN;-;-;14/09/2016;BRASILIA;DF;Etanol
Cascol Combustiveis Para Veiculos Ltda;Spmn - Setor de Postos e Moteis Norte, S/n Lote- 01 Conj. Epia - Trevo Br 020 Df 07;Sobradinho;PETROBRAS DISTRIBUIDORA S.A.;2,82;NaN;-;-;14/09/2016;BRASILIA;DF;Etanol
Cascol Combustiveis Para Veiculos Ltda;Localidade Mr-05l A Sul Com Lt Mr-07/l e A Oeste, S/n C/ Fx. Dom. Rod. Df-130;Planaltina;IPIRANGA;2,82;NaN;-;-;14/09/2016;BRASILIA;DF;Etanol
Cascol Combustiveis Para Veiculos Ltda;Comercial Local Quadra, 312 Santa Maria;Santa Maria;IPIRANGA;2,82;NaN;-;-;14/09/2016;BRASILIA;DF;Etanol
Posto Parque Alameda Derivados de Petroleo Ltda;Qi-quadra Interna 01, S/n Lotes 79,81 e 83;Taguatinga;PETROBRAS DISTRIBUIDORA S.A.;2,82;NaN;-;-;14/09/2016;BRASILIA;DF;Etanol
Cascol Combustiveis Para Veiculos Ltda;Spms-setor de Postos e Motéis Sul Epia Conjunto D, S/n Lote 07;Núcleo Bandeirante;IPIRANGA;2,82;NaN;-;-;14/09/2016;BRASILIA;DF;Etanol
Cascol Combustiveis Para Veiculos Ltda;Shis-setor de Habitações Individuais Sul Qi 05 Trecho 01 Pag Lote 01, S/n;Lago Sul;PETROBRAS DISTRIBUIDORA S.A.;2,82;NaN;-;-;14/09/2016;BRASILIA;DF;Etanol
Cascol Combustiveis Para Veiculos Ltda;Qs-quadra Sul 9 Rua 120 Lt 28 - Aguas Claras, S/n;Taguatinga;PETROBRAS DISTRIBUIDORA S.A.;2,82;NaN;-;-;14/09/2016;BRASILIA;DF;Etanol
Cascol Combustiveis Para Veiculos Ltda;Ae-área Especial Area Especial, 02 Posto Gasolina;Sobradinho;IPIRANGA;2,82;NaN;-;-;14/09/2016;BRASILIA;DF;Etanol
Cascol Combustiveis Para Veiculos Ltda;Sae A Sul Area Especial, S/n 0;Taguatinga;PETROBRAS DISTRIBUIDORA S.A.;2,82;NaN;-;-;14/09/2016;BRASILIA;DF;Etanol
Auto Posto Sao Marcos Ltda;Spms-setor de Postos e Motéis Sul Conjunto 02, S/n Rodovia Brasilia/anapolis;Núcleo Bandeirantes;RAIZEN;2,83;2.605;CIF;-;14/09/2016;BRASILIA;DF;Etanol
Smaff Combustíveis Ltda;Setor Terminal Norte- D - Bloco 03, S/n Parte Posto;Brasília;RAIZEN;2,84;NaN;-;-;14/09/2016;BRASILIA;DF;Etanol
Fujichima Comercio de Derivados de Petroleo Ltda;Qi-quadra Interna Qi, 05 Lts 40,41 e 42;Taguatinga;IPIRANGA;2,869;NaN;-;-;14/09/2016;BRASILIA;DF;Etanol
Posto da Torre Ltda;Shs-setor Hoteleiro Sul Quadra 05  Bloco F, S/n Lote 10;Asa Sul;ALESAT;2,88;NaN;-;-;14/09/2016;BRASILIA;DF;Etanol
Posto Park Taguatinga Derivados de Petroleo Ltda;Qi 04 Lotes 41/42, S/n;Taguatinga;PETROBRAS DISTRIBUIDORA S.A.;2,88;NaN;-;-;14/09/2016;BRASILIA;DF;Etanol
Jjs Comércio de Combustíveis Ltda.;Shcs Sq 105, S/n Bloco A Pag;Asa Sul;PETROBRAS DISTRIBUIDORA S.A.;2,889;NaN;-;-;14/09/2016;BRASILIA;DF;Etanol
San Remi Posto Serviços Ltda;Avenida Central Pll, 06 0;Núcleo Bandeirantes;PETROBRAS DISTRIBUIDORA S.A.;2,899;2.533;CIF;-;14/09/2016;BRASILIA;DF;Etanol
Auto Posto Ribeiro Ltda.;Q-quadra Qsd, 10 Área Para Comércio;Taguatinga;ALESAT;2,949;NaN;-;-;14/09/2016;BRASILIA;DF;Etanol
Dfm - Derivados de Petróleo Ltda.;St Spm/sul, S/n Lote 06 Epia Park Way;Candangolandia;PETROBRAS DISTRIBUIDORA S.A.;2,99;NaN;-;-;14/09/2016;BRASILIA;DF;Etanol
Santa Fe - Serviços e Petroleo Ltda;Avenida Comercial, 1601 0;Tradicional - Sao Sebastiao;PETROBRAS DISTRIBUIDORA S.A.;2,99;NaN;-;-;14/09/2016;BRASILIA;DF;Etanol
Posto Park Taguatinga Derivados de Petroleo Ltda;Qi 04 Lotes 41/42, S/n;Taguatinga;PETROBRAS DISTRIBUIDORA S.A.;2,86;NaN;-;-;14/09/2016;BRASILIA;DF;Diesel
Posto Parque Alameda Derivados de Petroleo Ltda;Qi-quadra Interna 01, S/n Lotes 79,81 e 83;Taguatinga;PETROBRAS DISTRIBUIDORA S.A.;3,05;NaN;-;-;14/09/2016;BRASILIA;DF;Diesel
Cascol Combustiveis Para Veiculos Ltda;Setor Setor de Industria e Abastecimento A/e, 56 Pll;Sia;PETROBRAS DISTRIBUIDORA S.A.;3,05;NaN;-;-;14/09/2016;BRASILIA;DF;Diesel
Cascol Combustiveis Para Veiculos Ltda;Localidade Mr-05l A Sul Com Lt Mr-07/l e A Oeste, S/n C/ Fx. Dom. Rod. Df-130;Planaltina;IPIRANGA;3,05;NaN;-;-;14/09/2016;BRASILIA;DF;Diesel
Cascol Combustiveis Para Veiculos Ltda;Ae-área Especial Area Especial, 02 Posto Gasolina;Sobradinho;IPIRANGA;3,09;NaN;-;-;14/09/2016;BRASILIA;DF;Diesel
Cascol Combustiveis Para Veiculos Ltda;Comercial Local Quadra, 312 Santa Maria;Santa Maria;IPIRANGA;3,09;NaN;-;-;14/09/2016;BRASILIA;DF;Diesel
Cascol Combustiveis Para Veiculos Ltda;Spm Spm Epia Sul Conjunto A Lote 10 N, S/n;Candangolândia;PETROBRAS DISTRIBUIDORA S.A.;3,09;NaN;-;-;14/09/2016;BRASILIA;DF;Diesel
Cascol Combustiveis Para Veiculos Ltda;Setor Setor de Clubes Esportivos Norte Trecho 01 Conj. 20, S/n;Asa Norte;PETROBRAS DISTRIBUIDORA S.A.;3,09;NaN;-;-;14/09/2016;BRASILIA;DF;Diesel
Cascol Combustiveis Para Veiculos Ltda;Spmn - Setor de Postos e Moteis Norte, S/n Lote- 01 Conj. Epia - Trevo Br 020 Df 07;Sobradinho;PETROBRAS DISTRIBUIDORA S.A.;3,09;NaN;-;-;14/09/2016;BRASILIA;DF;Diesel
Auto Posto Ribeiro Ltda.;Q-quadra Qsd, 10 Área Para Comércio;Taguatinga;ALESAT;3,099;NaN;-;-;14/09/2016;BRASILIA;DF;Diesel
Eurogas-postos de Serviços Ltda;Qs-quadra Sul 09, Rua 123, S/n Lotes 06,08,10,12,14;Taguatinga;IPIRANGA;3,099;2.686;CIF;-;14/09/2016;BRASILIA;DF;Diesel
Auto Posto Sao Marcos Ltda;Spms-setor de Postos e Motéis Sul Conjunto 02, S/n Rodovia Brasilia/anapolis;Núcleo Bandeirantes;RAIZEN;3,149;2.789;CIF;-;14/09/2016;BRASILIA;DF;Diesel
Auto Posto G Sul Ltda;Csg 13 Lote, 01;Taguatinga - Sul;IPIRANGA;3,159;2.852;CIF;-;14/09/2016;BRASILIA;DF;Diesel
Posto Park Taguatinga Derivados de Petroleo Ltda;Qi 04 Lotes 41/42, S/n;Taguatinga;PETROBRAS DISTRIBUIDORA S.A.;2,86;NaN;-;-;14/09/2016;BRASILIA;DF;GNV
Posto Parque Alameda Derivados de Petroleo Ltda;Qi-quadra Interna 01, S/n Lotes 79,81 e 83;Taguatinga;PETROBRAS DISTRIBUIDORA S.A.;3,05;NaN;-;-;14/09/2016;BRASILIA;DF;GNV
Cascol Combustiveis Para Veiculos Ltda;Setor Setor de Industria e Abastecimento A/e, 56 Pll;Sia;PETROBRAS DISTRIBUIDORA S.A.;3,05;NaN;-;-;14/09/2016;BRASILIA;DF;GNV
Cascol Combustiveis Para Veiculos Ltda;Localidade Mr-05l A Sul Com Lt Mr-07/l e A Oeste, S/n C/ Fx. Dom. Rod. Df-130;Planaltina;IPIRANGA;3,05;NaN;-;-;14/09/2016;BRASILIA;DF;GNV
Cascol Combustiveis Para Veiculos Ltda;Ae-área Especial Area Especial, 02 Posto Gasolina;Sobradinho;IPIRANGA;3,09;NaN;-;-;14/09/2016;BRASILIA;DF;GNV
Cascol Combustiveis Para Veiculos Ltda;Comercial Local Quadra, 312 Santa Maria;Santa Maria;IPIRANGA;3,09;NaN;-;-;14/09/2016;BRASILIA;DF;GNV
Cascol Combustiveis Para Veiculos Ltda;Spm Spm Epia Sul Conjunto A Lote 10 N, S/n;Candangolândia;PETROBRAS DISTRIBUIDORA S.A.;3,09;NaN;-;-;14/09/2016;BRASILIA;DF;GNV
Cascol Combustiveis Para Veiculos Ltda;Setor Setor de Clubes Esportivos Norte Trecho 01 Conj. 20, S/n;Asa Norte;PETROBRAS DISTRIBUIDORA S.A.;3,09;NaN;-;-;14/09/2016;BRASILIA;DF;GNV
Cascol Combustiveis Para Veiculos Ltda;Spmn - Setor de Postos e Moteis Norte, S/n Lote- 01 Conj. Epia - Trevo Br 020 Df 07;Sobradinho;PETROBRAS DISTRIBUIDORA S.A.;3,09;NaN;-;-;14/09/2016;BRASILIA;DF;GNV
Auto Posto Ribeiro Ltda.;Q-quadra Qsd, 10 Área Para Comércio;Taguatinga;ALESAT;3,099;NaN;-;-;14/09/2016;BRASILIA;DF;GNV
Eurogas-postos de Serviços Ltda;Qs-quadra Sul 09, Rua 123, S/n Lotes 06,08,10,12,14;Taguatinga;IPIRANGA;3,099;2.686;CIF;-;14/09/2016;BRASILIA;DF;GNV
Auto Posto Sao Marcos Ltda;Spms-setor de Postos e Motéis Sul Conjunto 02, S/n Rodovia Brasilia/anapolis;Núcleo Bandeirantes;RAIZEN;3,149;2.789;CIF;-;14/09/2016;BRASILIA;DF;GNV
Auto Posto G Sul Ltda;Csg 13 Lote, 01;Taguatinga - Sul;IPIRANGA;3,159;2.852;CIF;-;14/09/2016;BRASILIA;DF;GNV
Fujichima Comercio de Derivados de Petroleo Ltda;Qi-quadra Interna Qi, 05 Lts 40,41 e 42;Taguatinga;IPIRANGA;3,089;NaN;-;-;14/09/2016;BRASILIA;DF;Diesel S10
Cascol Combustiveis Para Veiculos Ltda;Quadra Qe 36 Lote A Pll, S/n;Guara Ii;PETROBRAS DISTRIBUIDORA S.A.;3,09;NaN;-;-;14/09/2016;BRASILIA;DF;Diesel S10
Jp de Carvalho Derivados de Petroleo Ltda;Qnd 5, S/n Lote 1;Taguatinga Norte;IPIRANGA;3,09;2.948;CIF;-;14/09/2016;BRASILIA;DF;Diesel S10
Cascol Combustiveis Para Veiculos Ltda;Localidade Mr-05l A Sul Com Lt Mr-07/l e A Oeste, S/n C/ Fx. Dom. Rod. Df-130;Planaltina;IPIRANGA;3,23;NaN;-;-;14/09/2016;BRASILIA;DF;Diesel S10
Cascol Combustiveis Para Veiculos Ltda;Shis-setor de Habitações Individuais Sul Qi 05 Trecho 01 Pag Lote 01, S/n;Lago Sul;PETROBRAS DISTRIBUIDORA S.A.;3,23;NaN;-;-;14/09/2016;BRASILIA;DF;Diesel S10
Cascol Combustiveis Para Veiculos Ltda;Spmn - Setor de Postos e Moteis Norte, S/n Lote- 01 Conj. Epia - Trevo Br 020 Df 07;Sobradinho;PETROBRAS DISTRIBUIDORA S.A.;3,23;NaN;-;-;14/09/2016;BRASILIA;DF;Diesel S10
Cascol Combustiveis Para Veiculos Ltda;Av. Araucárias, S/n Lt. 525;Águas Claras;IPIRANGA;3,23;NaN;-;-;14/09/2016;BRASILIA;DF;Diesel S10
Cascol Combustiveis Para Veiculos Ltda;Shcs Sq 303, S/n Bloco A Pll;Asa Sul;PETROBRAS DISTRIBUIDORA S.A.;3,23;NaN;-;-;14/09/2016;BRASILIA;DF;Diesel S10
Cascol Combustiveis Para Veiculos Ltda;Setor Setor de Clubes Esportivos Norte Trecho 01 Conj. 20, S/n;Asa Norte;PETROBRAS DISTRIBUIDORA S.A.;3,23;NaN;-;-;14/09/2016;BRASILIA;DF;Diesel S10
Cascol Combustiveis Para Veiculos Ltda;"Plls 409 Bl. ""b"", S/n";Asa Norte;PETROBRAS DISTRIBUIDORA S.A.;3,23;NaN;-;-;14/09/2016;BRASILIA;DF;Diesel S10
Cascol Combustiveis Para Veiculos Ltda;Qs-quadra Sul 9 Rua 120 Lt 28 - Aguas Claras, S/n;Taguatinga;PETROBRAS DISTRIBUIDORA S.A.;3,23;NaN;-;-;14/09/2016;BRASILIA;DF;Diesel S10
Cascol Combustiveis Para Veiculos Ltda;Plls Quadra 403, S/n Bloco B;Asa Sul;PETROBRAS DISTRIBUIDORA S.A.;3,23;NaN;-;-;13/09/2016;BRASILIA;DF;Diesel S10
